customer_id,recency_days,frequency,monetary_value,support_tickets,segment_name,RF_Score
CUST00507,180,2,3345.6800000000003,0.0,Hibernating,21
CUST00508,37,2,1632.0,0.0,New Potential,41
CUST00509,23,2,1206.64,0.0,New Potential,41
CUST00510,222,4,3630.48,1.0,Need Attention,13
CUST00511,3,7,4352.03,1.0,Champions,55
CUST00512,76,4,2468.63,1.0,Need Attention,33
CUST00513,30,10,7681.32,3.0,High Maintenance,45
CUST00514,153,1,1687.55,0.0,Hibernating,21
CUST00515,28,4,2719.65,1.0,Need Attention,43
CUST00516,87,1,623.59,0.0,Need Attention,31
CUST00517,11,7,4546.23,2.0,Champions,55
CUST00518,34,2,852.7099999999999,0.0,New Potential,41
CUST00519,25,2,823.83,0.0,New Potential,41
CUST00520,26,8,5224.33,0.0,Loyal Customers,45
CUST00521,54,8,3956.92,1.0,Loyal Customers,35
CUST00522,522,1,1688.22,0.0,Hibernating,11
CUST00523,52,4,3188.02,1.0,Need Attention,33
CUST00524,71,10,7161.96,2.0,Loyal Customers,35
CUST00525,280,4,1916.75,0.0,Need Attention,13
CUST00526,4,2,1519.72,0.0,New Potential,51
CUST00527,33,8,6642.15,0.0,Loyal Customers,45
CUST00528,42,2,1159.92,0.0,Need Attention,31
CUST00529,42,2,2291.65,1.0,Need Attention,31
CUST00530,31,5,3597.6600000000003,0.0,Loyal Customers,44
CUST00531,103,2,648.41,1.0,Need Attention,31
CUST00532,178,4,4895.42,1.0,Need Attention,23
CUST00533,11,3,2081.04,1.0,New Potential,52
CUST00534,134,5,3110.46,1.0,At Risk,24
CUST00535,198,5,5156.9,0.0,At Risk,24
CUST00536,5,5,4909.41,0.0,Loyal Customers,54
CUST00537,11,4,3404.59,0.0,Need Attention,53
CUST00538,7,9,7445.27,0.0,Champions,55
CUST00539,47,9,8708.79,3.0,High Maintenance,35
CUST00540,34,8,5915.85,3.0,High Maintenance,45
CUST00541,29,7,5077.73,1.0,Loyal Customers,45
CUST00542,8,4,2512.91,0.0,Need Attention,53
CUST00543,257,4,2320.55,0.0,Need Attention,13
CUST00544,145,2,2284.46,0.0,Hibernating,21
CUST00545,20,2,922.53,1.0,New Potential,41
CUST00546,19,4,3320.79,0.0,Need Attention,43
CUST00547,59,2,1679.69,1.0,Need Attention,31
CUST00548,43,3,3100.27,0.0,Need Attention,32
CUST00549,192,2,1035.57,1.0,Hibernating,21
CUST00550,3,3,2353.73,0.0,New Potential,52
CUST00551,31,4,2251.44,0.0,Need Attention,43
CUST00552,33,3,2303.36,0.0,New Potential,42
CUST00553,353,4,3183.11,0.0,Need Attention,13
CUST00554,2,6,4226.39,0.0,Loyal Customers,54
CUST00555,18,6,4854.27,2.0,Loyal Customers,44
CUST00556,86,1,936.16,1.0,Need Attention,31
CUST00557,26,7,5364.05,1.0,Loyal Customers,45
CUST00558,459,2,679.0699999999999,0.0,Hibernating,11
CUST00559,15,3,1821.47,0.0,New Potential,52
CUST00560,291,1,1135.13,0.0,Hibernating,11
CUST00561,14,3,2339.96,1.0,New Potential,52
CUST00562,319,2,899.8599999999999,2.0,Hibernating,11
CUST00563,165,2,887.86,0.0,Hibernating,21
CUST00564,190,8,4592.1900000000005,3.0,At Risk,25
CUST00565,1,2,1089.79,0.0,New Potential,51
CUST00566,2,3,1894.99,0.0,New Potential,52
CUST00567,34,10,6288.55,1.0,Loyal Customers,45
CUST00568,94,1,482.12,0.0,Need Attention,31
CUST00569,13,3,944.54,0.0,New Potential,52
CUST00570,228,3,2545.7200000000003,1.0,Hibernating,12
CUST00571,21,3,1977.83,1.0,New Potential,42
CUST00572,111,6,3305.75,0.0,At Risk,24
CUST00573,185,5,2912.39,1.0,At Risk,24
CUST00574,1,9,7029.03,1.0,Champions,55
CUST00575,143,1,548.72,1.0,Hibernating,21
CUST00576,106,2,799.27,0.0,Need Attention,31
CUST00577,23,7,5138.93,1.0,Loyal Customers,45
CUST00578,436,2,3054.7200000000003,0.0,Hibernating,11
CUST00579,70,1,301.68,0.0,Need Attention,31
CUST00580,27,2,1073.3,0.0,New Potential,41
CUST00581,136,2,1527.79,0.0,Hibernating,21
CUST00582,346,1,392.06,1.0,Hibernating,11
CUST00583,323,4,3652.46,1.0,Need Attention,13
CUST00584,143,1,591.05,0.0,Hibernating,21
CUST00585,31,9,5765.21,2.0,Loyal Customers,45
CUST00586,188,4,1853.61,2.0,Need Attention,23
CUST00587,5,2,811.8,0.0,New Potential,51
CUST00588,55,2,1020.69,0.0,Need Attention,31
CUST00589,131,5,4196.7699999999995,1.0,At Risk,24
CUST00590,200,3,3961.05,2.0,Hibernating,12
CUST00591,129,2,1767.15,1.0,Hibernating,21
CUST00592,80,2,1084.48,0.0,Need Attention,31
CUST00593,14,6,4295.48,1.0,Loyal Customers,54
CUST00594,151,1,448.78,0.0,Hibernating,21
CUST00595,51,6,3393.2200000000003,0.0,Loyal Customers,34
CUST00596,110,4,2927.96,3.0,Need Attention,23
CUST00597,112,4,3041.18,2.0,Need Attention,23
CUST00598,23,4,2429.15,0.0,Need Attention,43
CUST00599,17,5,3511.4900000000002,1.0,Loyal Customers,54
CUST00600,323,3,1248.1399999999999,0.0,Hibernating,12
CUST00601,130,1,537.85,0.0,Hibernating,21
CUST00602,151,1,171.18,0.0,Hibernating,21
CUST00603,8,10,5262.13,4.0,High Maintenance,55
CUST00604,11,3,1794.88,0.0,New Potential,52
CUST00605,220,5,3199.79,2.0,At Risk,14
CUST00606,180,1,240.15,0.0,Hibernating,21
CUST00607,309,3,2332.76,0.0,Hibernating,12
CUST00608,33,4,3561.7799999999997,1.0,Need Attention,43
CUST00609,17,6,5268.07,2.0,Loyal Customers,54
CUST00610,38,6,4356.29,2.0,Loyal Customers,44
CUST00611,295,4,3472.66,3.0,Need Attention,13
CUST00612,108,2,2120.98,0.0,Need Attention,31
CUST00613,10,8,6032.84,2.0,Champions,55
CUST00614,256,1,267.96,0.0,Hibernating,11
CUST00615,94,1,446.03,1.0,Need Attention,31
CUST00616,96,5,2628.3,1.0,Loyal Customers,34
CUST00617,20,13,7918.74,5.0,High Maintenance,45
CUST00618,41,3,2003.1,0.0,New Potential,42
CUST00619,0,6,2572.91,0.0,Loyal Customers,54
CUST00620,42,2,1045.42,1.0,Need Attention,31
CUST00621,152,1,348.53,0.0,Hibernating,21
CUST00622,240,3,2009.7800000000002,0.0,Hibernating,12
CUST00623,59,5,3290.23,2.0,Loyal Customers,34
CUST00624,292,1,270.09,0.0,Hibernating,11
CUST00625,126,4,2155.58,0.0,Need Attention,23
CUST00626,57,3,2283.05,1.0,Need Attention,32
CUST00627,135,3,2765.27,1.0,Hibernating,22
CUST00628,35,6,3681.37,2.0,Loyal Customers,44
CUST00629,23,2,1364.28,0.0,New Potential,41
CUST00630,53,4,3090.95,0.0,Need Attention,33
CUST00631,128,10,6076.9,2.0,At Risk,25
CUST00632,121,1,1078.63,0.0,Hibernating,21
CUST00633,35,2,2549.94,0.0,New Potential,41
CUST00634,178,4,1711.76,2.0,Need Attention,23
CUST00635,194,1,1016.46,0.0,Hibernating,21
CUST00636,8,3,3886.17,0.0,New Potential,52
CUST00637,26,7,6428.4,1.0,Loyal Customers,45
CUST00638,233,6,3093.33,0.0,At Risk,14
CUST00639,429,3,2753.19,0.0,Hibernating,12
CUST00640,190,1,641.86,0.0,Hibernating,21
CUST00641,51,7,6023.219999999999,1.0,Loyal Customers,35
CUST00642,38,4,3164.42,0.0,Need Attention,43
CUST00643,215,1,1091.34,0.0,Hibernating,11
CUST00644,138,7,3822.27,0.0,At Risk,25
CUST00645,312,3,2730.59,2.0,Hibernating,12
CUST00646,50,7,6203.32,1.0,Loyal Customers,35
CUST00647,124,1,507.52,1.0,Hibernating,21
CUST00648,0,4,2724.16,0.0,Need Attention,53
CUST00649,184,6,3181.62,4.0,At Risk,24
CUST00650,119,3,2622.0099999999998,0.0,Hibernating,22
CUST00651,55,8,5404.83,0.0,Loyal Customers,35
CUST00652,20,5,5030.61,0.0,Loyal Customers,44
CUST00653,7,5,4120.93,0.0,Loyal Customers,54
CUST00654,13,8,7323.56,2.0,Champions,55
CUST00655,4,11,6803.96,0.0,Champions,55
CUST00656,36,5,4088.21,1.0,Loyal Customers,44
CUST00657,123,4,1287.49,1.0,Need Attention,23
CUST00658,279,2,2355.97,1.0,Hibernating,11
CUST00659,21,3,1580.63,0.0,New Potential,42
CUST00660,15,2,1265.6799999999998,0.0,New Potential,51
CUST00661,240,3,1105.96,1.0,Hibernating,12
CUST00662,184,1,852.96,0.0,Hibernating,21
CUST00663,124,8,5700.78,2.0,At Risk,25
CUST00664,18,2,883.48,1.0,New Potential,41
CUST00665,35,10,7120.71,2.0,Loyal Customers,45
CUST00666,46,2,1618.57,1.0,Need Attention,31
CUST00667,12,6,6032.9400000000005,2.0,Loyal Customers,54
CUST00668,102,2,952.4100000000001,0.0,Need Attention,31
CUST00669,26,4,3395.9199999999996,0.0,Need Attention,43
CUST00670,302,4,3756.69,1.0,Need Attention,13
CUST00671,22,9,6239.3,1.0,Loyal Customers,45
CUST00672,201,1,434.37,0.0,Hibernating,11
CUST00673,178,1,1297.2,0.0,Hibernating,21
CUST00674,116,8,4178.67,0.0,At Risk,25
CUST00675,2,7,7603.18,0.0,Champions,55
CUST00676,27,3,1606.63,1.0,New Potential,42
CUST00677,9,4,2691.15,0.0,Need Attention,53
CUST00678,256,2,1145.87,0.0,Hibernating,11
CUST00679,41,9,6746.18,2.0,Loyal Customers,45
CUST00680,275,1,1087.83,0.0,Hibernating,11
CUST00681,271,1,1372.4,1.0,Hibernating,11
CUST00682,43,2,1874.3400000000001,1.0,Need Attention,31
CUST00683,55,4,5494.98,2.0,Need Attention,33
CUST00684,200,4,2472.73,1.0,Need Attention,13
CUST00685,2,2,1840.04,0.0,New Potential,51
CUST00686,187,3,1409.0900000000001,0.0,Hibernating,22
CUST00687,177,5,4129.24,0.0,At Risk,24
CUST00688,0,7,5107.13,1.0,Champions,55
CUST00689,9,5,4970.84,0.0,Loyal Customers,54
CUST00690,2,8,8522.94,1.0,Champions,55
CUST00691,3,4,3542.44,0.0,Need Attention,53
CUST00692,118,3,1850.73,0.0,Hibernating,22
CUST00693,207,5,6136.5,2.0,At Risk,14
CUST00694,134,1,345.14,0.0,Hibernating,21
CUST00695,258,1,616.85,1.0,Hibernating,11
CUST00696,49,7,6460.69,1.0,Loyal Customers,35
CUST00697,44,5,4965.610000000001,1.0,Loyal Customers,34
CUST00698,11,10,7429.34,4.0,High Maintenance,55
CUST00699,9,5,2461.35,0.0,Loyal Customers,54
CUST00700,54,5,3912.53,0.0,Loyal Customers,34
CUST00701,182,5,6476.26,1.0,At Risk,24
CUST00702,137,6,8044.75,2.0,At Risk,24
CUST00703,164,1,360.06,0.0,Hibernating,21
CUST00704,82,4,3057.83,1.0,Need Attention,33
CUST00705,72,1,872.61,1.0,Need Attention,31
CUST00706,2,4,3502.83,0.0,Need Attention,53
CUST00707,16,5,3300.72,2.0,Loyal Customers,54
CUST00708,36,8,6518.05,1.0,Loyal Customers,45
CUST00709,189,1,1966.47,0.0,Hibernating,21
CUST00710,37,9,6176.62,2.0,Loyal Customers,45
CUST00711,55,9,5936.34,2.0,Loyal Customers,35
CUST00712,15,6,2661.77,1.0,Loyal Customers,54
CUST00713,56,10,9663.26,3.0,High Maintenance,35
CUST00714,37,7,3312.77,1.0,Loyal Customers,45
CUST00715,39,4,1416.25,0.0,Need Attention,43
CUST00716,10,8,5285.9800000000005,1.0,Champions,55
CUST00717,46,2,1150.47,0.0,Need Attention,31
CUST00718,177,2,697.62,0.0,Hibernating,21
CUST00719,17,6,3929.59,1.0,Loyal Customers,54
CUST00720,351,5,3086.61,2.0,At Risk,14
CUST00721,3,3,3509.03,0.0,New Potential,52
CUST00722,90,1,256.54,1.0,Need Attention,31
CUST00723,129,1,546.81,0.0,Hibernating,21
CUST00724,16,3,1850.54,0.0,New Potential,52
CUST00725,201,3,2162.5,0.0,Hibernating,12
CUST00726,6,11,8607.95,4.0,High Maintenance,55
CUST00727,68,5,3822.01,1.0,Loyal Customers,34
CUST00728,126,1,396.38,1.0,Hibernating,21
CUST00729,200,1,1324.83,0.0,Hibernating,11
CUST00730,12,3,2210.89,0.0,New Potential,52
CUST00731,196,2,1457.58,0.0,Hibernating,21
CUST00732,1,2,874.98,1.0,New Potential,51
CUST00733,12,5,3335.1400000000003,0.0,Loyal Customers,54
CUST00734,6,8,7745.88,2.0,Champions,55
CUST00735,16,6,3033.34,1.0,Loyal Customers,54
CUST00736,126,3,1727.68,0.0,Hibernating,22
CUST00737,9,2,1532.3600000000001,0.0,New Potential,51
CUST00738,138,1,545.24,1.0,Hibernating,21
CUST00739,14,2,1791.41,0.0,New Potential,51
CUST00740,321,5,4065.24,1.0,At Risk,14
CUST00741,6,4,2160.6800000000003,0.0,Need Attention,53
CUST00742,109,2,1288.91,0.0,Hibernating,22
CUST00743,0,6,4040.7300000000005,1.0,Loyal Customers,54
CUST00744,125,2,1108.58,0.0,Hibernating,22
CUST00745,0,3,2562.92,0.0,New Potential,52
CUST00746,237,2,1625.12,0.0,Hibernating,12
CUST00747,5,3,2136.34,1.0,New Potential,52
CUST00748,49,8,5195.88,1.0,Loyal Customers,35
CUST00749,38,3,2194.94,0.0,New Potential,42
CUST00750,17,5,4398.99,0.0,Loyal Customers,54
CUST00751,20,3,2524.67,0.0,New Potential,42
CUST00752,157,2,1319.5500000000002,1.0,Hibernating,22
CUST00753,203,1,1093.17,0.0,Hibernating,11
CUST00754,33,5,5744.99,1.0,Loyal Customers,44
CUST00755,260,2,1585.3600000000001,1.0,Hibernating,12
CUST00756,173,3,3223.87,2.0,Hibernating,22
CUST00757,16,6,3257.69,0.0,Loyal Customers,54
CUST00758,20,12,8199.88,0.0,Loyal Customers,45
CUST00759,98,2,1562.24,0.0,Need Attention,32
CUST00760,222,2,1132.19,1.0,Hibernating,12
CUST00761,253,2,1069.58,0.0,Hibernating,12
CUST00762,8,3,3513.6699999999996,1.0,New Potential,52
CUST00763,248,4,4210.57,0.0,Need Attention,13
CUST00764,5,7,5460.74,0.0,Champions,55
CUST00765,158,3,2692.35,1.0,Hibernating,22
CUST00766,226,2,1783.35,0.0,Hibernating,12
CUST00767,135,7,3498.46,3.0,At Risk,25
CUST00768,27,5,4145.38,1.0,Loyal Customers,44
CUST00769,78,6,2815.44,2.0,Loyal Customers,34
CUST00770,27,6,4420.31,1.0,Loyal Customers,44
CUST00771,150,1,456.76,1.0,Hibernating,21
CUST00772,250,3,3114.63,0.0,Hibernating,12
CUST00773,131,3,2278.26,1.0,Hibernating,22
CUST00774,161,3,1439.8,0.0,Hibernating,22
CUST00775,10,3,2261.05,0.0,New Potential,52
CUST00776,195,4,3024.9399999999996,0.0,Need Attention,23
CUST00777,15,2,2052.7,0.0,New Potential,52
CUST00778,391,4,3444.29,1.0,Need Attention,13
CUST00779,9,2,1509.0500000000002,0.0,New Potential,52
CUST00780,45,6,4641.68,3.0,High Maintenance,34
CUST00781,45,2,735.97,0.0,Need Attention,32
CUST00782,254,1,505.28,0.0,Hibernating,11
CUST00783,292,6,4123.36,1.0,At Risk,14
CUST00784,105,5,3103.73,0.0,Loyal Customers,34
CUST00785,8,9,6686.259999999999,1.0,Champions,55
CUST00786,210,5,5359.3,3.0,At Risk,14
CUST00787,43,8,6425.65,2.0,Loyal Customers,35
CUST00788,11,4,2375.38,0.0,Need Attention,53
CUST00789,21,4,2430.0,0.0,Need Attention,43
CUST00790,138,1,458.83,1.0,Hibernating,21
CUST00791,290,1,1187.93,1.0,Hibernating,11
CUST00792,208,6,2976.79,1.0,At Risk,14
CUST00793,173,3,2463.2,0.0,Hibernating,22
CUST00794,231,5,2824.37,2.0,At Risk,14
CUST00795,198,4,3787.58,0.0,Need Attention,23
CUST00796,211,3,5388.48,0.0,Hibernating,12
CUST00797,45,6,4173.97,0.0,Loyal Customers,34
CUST00798,54,11,7027.3,1.0,Loyal Customers,35
CUST00799,116,6,3798.88,1.0,At Risk,24
CUST00800,54,11,11321.24,4.0,High Maintenance,35
CUST00801,136,3,3345.79,1.0,Hibernating,22
CUST00802,261,1,1787.0,0.0,Hibernating,11
CUST00803,14,9,6758.16,1.0,Champions,55
CUST00804,31,3,4024.96,0.0,New Potential,42
CUST00805,12,2,1767.23,0.0,New Potential,52
CUST00806,11,4,2638.59,0.0,Need Attention,53
CUST00807,172,2,1827.0300000000002,0.0,Hibernating,22
CUST00808,17,8,4724.89,2.0,Champions,55
CUST00809,51,4,2499.37,2.0,Need Attention,33
CUST00810,54,2,1187.01,0.0,Need Attention,32
CUST00811,244,6,3477.9399999999996,0.0,At Risk,14
CUST00812,249,1,383.16,0.0,Hibernating,11
CUST00813,37,10,10122.32,4.0,High Maintenance,45
CUST00814,50,4,4209.28,0.0,Need Attention,33
CUST00815,6,6,8248.23,2.0,Loyal Customers,54
CUST00816,9,4,4139.43,1.0,Need Attention,53
CUST00817,42,15,12291.02,1.0,Loyal Customers,35
CUST00818,207,1,988.84,1.0,Hibernating,11
CUST00819,3,5,2464.45,1.0,Loyal Customers,54
CUST00820,249,2,935.6700000000001,0.0,Hibernating,12
CUST00821,36,4,1560.22,2.0,Need Attention,43
CUST00822,46,7,5444.48,1.0,Loyal Customers,35
CUST00823,206,8,3291.63,3.0,At Risk,15
CUST00824,26,5,3095.46,0.0,Loyal Customers,44
CUST00825,157,1,410.77,0.0,Hibernating,21
CUST00826,218,10,8171.4,2.0,At Risk,15
CUST00827,20,2,2194.51,0.0,New Potential,42
CUST00828,150,1,355.91,0.0,Hibernating,21
CUST00829,13,11,6982.35,1.0,Champions,55
CUST00830,14,4,1997.9499999999998,0.0,Need Attention,53
CUST00831,6,4,2386.85,2.0,Need Attention,53
CUST00832,45,2,1058.1299999999999,0.0,Need Attention,32
CUST00833,127,1,1142.84,0.0,Hibernating,21
CUST00834,14,5,2537.02,1.0,Loyal Customers,54
CUST00835,217,9,6888.030000000001,1.0,At Risk,15
CUST00836,25,4,2317.06,0.0,Need Attention,43
CUST00837,5,5,3553.5,0.0,Loyal Customers,54
CUST00838,69,6,4291.93,2.0,Loyal Customers,34
CUST00839,222,3,1996.99,0.0,Hibernating,12
CUST00840,10,12,10612.47,4.0,High Maintenance,55
CUST00841,8,9,7419.17,2.0,Champions,55
CUST00842,24,7,7745.47,1.0,Loyal Customers,45
CUST00843,105,1,803.69,1.0,Need Attention,31
CUST00844,40,2,755.87,0.0,New Potential,42
CUST00845,156,4,2758.2200000000003,2.0,Need Attention,23
CUST00846,39,11,8410.48,2.0,Loyal Customers,45
CUST00847,24,8,8043.27,2.0,Loyal Customers,45
CUST00848,19,5,2968.0699999999997,0.0,Loyal Customers,44
CUST00849,3,8,4626.5,0.0,Champions,55
CUST00850,67,2,2278.0299999999997,1.0,Need Attention,32
CUST00851,30,4,2428.66,1.0,Need Attention,43
CUST00852,31,5,2167.86,0.0,Loyal Customers,44
CUST00853,121,1,318.94,1.0,Hibernating,21
CUST00854,339,3,2249.63,0.0,Hibernating,12
CUST00855,352,1,613.47,0.0,Hibernating,11
CUST00856,21,2,2859.3100000000004,1.0,New Potential,42
CUST00857,4,8,8240.81,3.0,High Maintenance,55
CUST00858,150,3,2363.5299999999997,0.0,Hibernating,22
CUST00859,229,4,2159.64,0.0,Need Attention,13
CUST00860,9,4,4975.85,1.0,Need Attention,53
CUST00861,230,3,1530.88,1.0,Hibernating,12
CUST00862,513,4,3934.7400000000002,0.0,Need Attention,13
CUST00863,1,5,3905.8599999999997,0.0,Loyal Customers,54
CUST00864,198,2,1042.98,2.0,Hibernating,22
CUST00865,5,4,2649.15,1.0,Need Attention,53
CUST00866,86,1,1280.71,0.0,Need Attention,31
CUST00867,75,1,424.64,1.0,Need Attention,31
CUST00868,12,2,2446.06,0.0,New Potential,52
CUST00869,153,7,4021.25,2.0,At Risk,25
CUST00870,47,8,6011.93,1.0,Loyal Customers,35
CUST00871,182,8,7332.96,2.0,At Risk,25
CUST00872,185,3,1959.48,0.0,Hibernating,22
CUST00873,49,6,6473.18,0.0,Loyal Customers,34
CUST00874,81,1,511.56,0.0,Need Attention,31
CUST00875,1,5,2503.32,0.0,Loyal Customers,54
CUST00876,96,3,1392.13,2.0,Need Attention,32
CUST00877,123,3,1904.33,1.0,Hibernating,22
CUST00878,23,4,3527.67,0.0,Need Attention,43
CUST00879,215,6,5967.77,0.0,At Risk,14
CUST00880,40,6,4867.9,1.0,Loyal Customers,44
CUST00881,27,9,9947.49,0.0,Loyal Customers,45
CUST00882,145,2,894.79,1.0,Hibernating,22
CUST00883,40,4,7320.71,0.0,Need Attention,43
CUST00884,331,1,365.93,0.0,Hibernating,11
CUST00885,91,8,6880.8099999999995,2.0,Loyal Customers,35
CUST00886,42,7,4255.63,3.0,High Maintenance,35
CUST00887,43,4,2990.4700000000003,2.0,Need Attention,33
CUST00888,168,3,2556.74,0.0,Hibernating,22
CUST00889,104,3,2012.98,1.0,Need Attention,32
CUST00890,55,2,1836.2600000000002,1.0,Need Attention,32
CUST00891,16,4,4809.09,0.0,Need Attention,53
CUST00892,33,2,1512.83,0.0,New Potential,42
CUST00893,159,2,2269.27,0.0,Hibernating,22
CUST00894,85,2,1903.85,2.0,Need Attention,32
CUST00895,114,4,1415.7,1.0,Need Attention,23
CUST00896,48,12,10648.24,2.0,Loyal Customers,35
CUST00897,3,4,2200.73,0.0,Need Attention,53
CUST00898,399,6,4353.639999999999,1.0,At Risk,14
CUST00899,247,1,574.65,1.0,Hibernating,11
CUST00900,118,2,1242.65,1.0,Hibernating,22
CUST00901,24,5,2464.39,3.0,High Maintenance,44
CUST00902,30,2,2750.7200000000003,0.0,New Potential,42
CUST00903,102,1,632.18,1.0,Need Attention,31
CUST00904,25,9,6237.5,4.0,High Maintenance,45
CUST00905,14,6,5968.610000000001,2.0,Loyal Customers,54
CUST00906,98,2,1449.41,0.0,Need Attention,32
CUST00907,280,3,2874.51,2.0,Hibernating,12
CUST00908,12,3,3367.2,1.0,New Potential,52
CUST00909,245,1,615.14,1.0,Hibernating,11
CUST00910,187,1,1239.32,1.0,Hibernating,21
CUST00911,9,12,6468.68,1.0,Champions,55
CUST00912,198,2,1516.54,0.0,Hibernating,22
CUST00913,243,3,1818.9,1.0,Hibernating,12
CUST00914,12,4,2222.24,0.0,Need Attention,53
CUST00915,173,4,2277.22,2.0,Need Attention,23
CUST00916,47,6,4860.93,2.0,Loyal Customers,34
CUST00917,346,3,1704.79,1.0,Hibernating,12
CUST00918,296,2,1142.22,1.0,Hibernating,12
CUST00919,2,3,2454.3900000000003,1.0,New Potential,52
CUST00920,126,4,3650.77,2.0,Need Attention,23
CUST00921,255,1,1335.06,1.0,Hibernating,11
CUST00922,19,2,1685.92,0.0,New Potential,42
CUST00923,117,7,4149.83,2.0,At Risk,25
CUST00924,16,6,3946.79,0.0,Loyal Customers,54
CUST00925,9,3,1237.22,1.0,New Potential,52
CUST00926,36,4,2339.8,1.0,Need Attention,43
CUST00927,403,1,617.86,0.0,Hibernating,11
CUST00928,289,1,325.55,0.0,Hibernating,11
CUST00929,19,3,1073.3,0.0,New Potential,42
CUST00930,31,6,3844.14,1.0,Loyal Customers,44
CUST00931,1,3,2714.71,0.0,New Potential,52
CUST00932,143,1,688.68,1.0,Hibernating,21
CUST00933,265,3,2102.12,0.0,Hibernating,12
CUST00934,104,10,6237.47,3.0,High Maintenance,35
CUST00935,32,7,5188.150000000001,0.0,Loyal Customers,45
CUST00936,29,5,3923.66,1.0,Loyal Customers,44
CUST00937,186,5,3342.44,1.0,At Risk,24
CUST00938,86,3,4729.23,1.0,Need Attention,32
CUST00939,53,2,1107.05,0.0,Need Attention,32
CUST00940,4,4,2899.21,2.0,Need Attention,53
CUST00941,243,5,3758.0600000000004,2.0,At Risk,14
CUST00942,67,1,407.18,1.0,Need Attention,31
CUST00943,406,5,3965.95,0.0,At Risk,14
CUST00944,134,6,4456.65,1.0,At Risk,24
CUST00945,12,3,2214.03,0.0,New Potential,52
CUST00946,233,1,542.29,0.0,Hibernating,11
CUST00947,19,10,10027.53,2.0,Loyal Customers,45
CUST00948,139,1,923.64,0.0,Hibernating,21
CUST00949,190,2,1269.04,0.0,Hibernating,22
CUST00950,269,3,3765.9,1.0,Hibernating,12
CUST00951,56,2,1189.38,0.0,Need Attention,32
CUST00952,52,9,5015.73,0.0,Loyal Customers,35
CUST00953,11,4,2392.2400000000002,1.0,Need Attention,53
CUST00954,24,3,1448.85,0.0,New Potential,42
CUST00955,123,2,748.92,0.0,Hibernating,22
CUST00956,33,8,6939.79,2.0,Loyal Customers,45
CUST00957,30,4,2283.67,1.0,Need Attention,43
CUST00958,220,2,1033.42,1.0,Hibernating,12
CUST00959,123,7,3865.13,1.0,At Risk,25
CUST00960,206,4,3772.4900000000002,2.0,Need Attention,13
CUST00961,12,7,4642.05,1.0,Champions,55
CUST00962,82,1,349.41,1.0,Need Attention,31
CUST00963,163,1,641.2,0.0,Hibernating,21
CUST00964,279,3,2167.08,0.0,Hibernating,12
CUST00965,6,3,1160.9499999999998,2.0,New Potential,52
CUST00966,42,2,2702.51,1.0,Need Attention,32
CUST00967,278,2,2065.27,1.0,Hibernating,12
CUST00968,158,6,6505.79,1.0,At Risk,24
CUST00969,20,5,3048.0499999999997,1.0,Loyal Customers,44
CUST00970,248,3,1607.64,1.0,Hibernating,12
CUST00971,38,9,5971.94,1.0,Loyal Customers,45
CUST00972,51,6,7731.1900000000005,1.0,Loyal Customers,34
CUST00973,16,8,3816.52,2.0,Champions,55
CUST00974,22,6,3864.1600000000003,2.0,Loyal Customers,44
CUST00975,19,5,3079.6099999999997,0.0,Loyal Customers,44
CUST00976,11,8,6222.9,2.0,Champions,55
CUST00977,12,4,2475.1,0.0,Need Attention,53
CUST00978,367,1,725.16,1.0,Hibernating,11
CUST00979,163,8,6304.8099999999995,1.0,At Risk,25
CUST00980,141,1,492.33,0.0,Hibernating,21
CUST00981,50,9,6921.92,1.0,Loyal Customers,35
CUST00982,12,5,2494.24,3.0,High Maintenance,54
CUST00983,316,2,1982.29,1.0,Hibernating,12
CUST00984,7,4,4244.13,0.0,Need Attention,53
CUST00985,145,1,734.6,1.0,Hibernating,21
CUST00986,6,6,3804.19,0.0,Loyal Customers,54
CUST00987,35,6,6292.92,1.0,Loyal Customers,44
CUST00988,44,7,4773.01,0.0,Loyal Customers,35
CUST00989,218,5,4165.87,0.0,At Risk,14
CUST00990,14,9,6877.57,2.0,Champions,55
CUST00991,48,12,11918.47,2.0,Loyal Customers,35
CUST00992,332,5,4442.45,0.0,At Risk,14
CUST00993,224,7,6785.33,1.0,At Risk,15
CUST00994,11,8,7749.85,0.0,Champions,55
CUST00995,219,4,2523.84,0.0,Need Attention,13
CUST00996,19,8,4295.360000000001,3.0,High Maintenance,45
CUST00997,240,1,325.85,1.0,Hibernating,11
CUST00998,23,5,4050.55,0.0,Loyal Customers,44
CUST00999,208,7,4930.56,2.0,At Risk,15
CUST01000,21,4,3336.54,1.0,Need Attention,43
CUST01001,373,5,4064.54,0.0,At Risk,14
CUST01002,40,6,3771.06,0.0,Loyal Customers,44
CUST01003,198,1,944.62,1.0,Hibernating,21
CUST01004,275,7,5599.9,1.0,At Risk,15
CUST01005,204,1,1329.67,1.0,Hibernating,11
CUST01006,47,3,1795.3999999999999,0.0,Need Attention,32
CUST01007,56,5,2893.62,1.0,Loyal Customers,34
CUST01008,329,1,473.15,0.0,Hibernating,11
CUST01009,31,2,1137.6100000000001,0.0,New Potential,42
CUST01010,16,2,781.3599999999999,0.0,New Potential,52
CUST01011,425,4,1951.66,0.0,Need Attention,13
CUST01012,21,5,3441.3199999999997,2.0,Loyal Customers,44
CUST01013,367,2,1302.3899999999999,1.0,Hibernating,12
